id,author_id,conversation_id,in_reply_to_user_id,retweetcount,reply_count,like_count,quote_count,reference_id,word_count
1.487212424676867e+20,3.694984972802401e+19,1.487055476495767e+20,3.4363398192518584e+18,92673.0,10.0,84.0,1.0,1.4808839301124217e+20,1707.0
